Date Posted,Text,Region,Origin,Fact_checked_by,Poynter_Label,Binary Label
2020-03-25, indian army has built a 1000bed quarantine facility for covid19 ,India, Facebook, BOOM FactCheck,false,0
2020-03-25, an image of a couple claimed to be doctors who have lost their lives to the coronavirus ,India, Many social media platforms, BOOM FactCheck,false,0
2020-03-25, photo of deer on ootycoimbatore road during the current coronavirus lockdown ,India, Many social media platforms, Factly,false,0
2020-03-25, bitter gourd juice can cure novel coronavirus as per bihar health department in india ,India, Facebook, Vishvas News,false,0
2020-03-25, eating alkaline foods of ph level above 85 can kill the sarscov2 virus ,India, Social Media, Factly,false,0
2020-03-25, ireland is in the first phase of a lockdown sequence ,Europe, Facebook, TheJournal.ie,false,0
2020-03-25, images of patients treated in the open are from italy as it has run out of hospital beds ,India, Facebook, India Today,false,0
2020-03-25, nevada governor steve sisolak has banned the use of an antimalaria drug that might help cure coronavirus ,United States, Turning Point USA, PolitiFact,mostly false,0
2020-03-25,as of march 25 41 us states and 1 us territory report some community spread of coronavirus covid19 of those thirteen states report covid19 cases are widespread see cdcs map to stay up to date on what is happening in your state ,United States,CDC,,true,1
2020-03-25,covid19 tracking app tops download charts ,Europe,BBC News (UK),,true,1
2020-03-25,floyd cardoz the influential indian american chef behind the groundbreaking tabla dies of complications from covid19 ,United States,The Washington Post,,true,1
2020-03-25,in a variety of ways us college presidents have broken the bad news about the spring semester being cut short by covid19 ,United States,The New York Times,,true,1
2020-03-25,in opinion if i had known that diarrhea and vomiting were covid19 symptoms i would have selfisolated writes abigail tarttelin as it was i had been outside and with others during the first week of the illness when the virus is most contagious ,United States,The New York Times,,true,1
2020-03-25,a 34yearold man has tested positive for covid19 in udupi this is the first covid19 positive case in the district ,India,The Hindu,,true,1
2020-03-25,four new covid19 positive cases reported in rajasthan three are from bhilwara and one from jodhpur meanwhile karnataka reports second covid19 death a 75yearold woman here are the details ,India,The Hindu,,true,1
2020-03-25,narendramodi has announced a 21day lockdown as a major step in fighting the covid19 pandemic during the containment period of 21 days from march 25 2020 the following services will remain open coronavirusoutbreak ,India,The Hindu,,true,1
2020-03-25,coronavirus uk extends visas until may 31 for indians others stuck due to covid19 ,India,NDTV,,true,1
2020-03-25,covid19 patient dies in tamil nadu number of coronavirus deaths in india now 11 coronaviruslockdown coronavirusoutbreak ,India,NDTV,,true,1
2020-03-25,covid19 workfromhome tips how astronauts submariners fight isolation coronavirusoutbreak ,India,NDTV,,true,1
2020-03-25,indias first medical kit to test covid19 itvideo indiafightscorona ,India,IndiaToday,,true,1
2020-03-25,financial impact of covid19how to protect your finances watch this report watch 6pmprime with live coronavirusoutbreak stayathome ,India,IndiaToday,,true,1
2020-03-25,andhra pradesh confirms 2 new cases of covid19 coronavirus live updates ,India,IndiaToday,,true,1
2020-03-25,politicians jockeying for covid19 tests find proximity to trump is the fastest route ,United States,The Washington Post,,true,1
2020-03-25,a 65yearold woman who serves lunch near a corporate office in mumbais prabhadevi tested positive for covid19 on tuesday mumbai coronavirusindia ,India,IndiaToday,,true,1
2020-03-25,do you have questions regarding the novel coronavirus check out this space for frequently asked questions on covid19 coronavirusindia covid2019 ,India,IndiaToday,,true,1
2020-03-25,shop shuts belgian half over covid19 but keeps dutch half open ,Europe,Guardian news,,true,1
2020-03-25,covid19 call for fasttrack registration of refugee doctors in uk ,Europe,Guardian news,,true,1
2020-03-25,bolsonaro says he wouldnt feel anything if infected with covid19 and attacks state lockdowns ,Europe,Guardian news,,true,1
2020-03-25,australian doctors warned off after prescribing potentially deadly covid19 trial drug to themselves ,Europe,Guardian news,,true,1
2020-03-25,coronavirus map how covid19 cases are spreading across the world ,Europe,Guardian news,,true,1
2020-03-25,ioc chief cites trumps covid19 remarks in defence of olympics delay ,Europe,Guardian news,,true,1
2020-03-25,ioc under fire after boxers at london event test positive for covid19 ,Europe,Guardian news,,true,1
2020-03-25,markets rally as us reaches deal on 2trn covid19 stimulus package business live ,Europe,Guardian news,,true,1
2020-03-25,carlo navarro became the first filipino to be officially confirmed with covid19 there are now 552 confirmed cases and 35 deaths in the country ,India,IndiaToday,,true,1
2020-03-25,ardern urges new zealanders to act like you have covid19 as lockdown looms ,Europe,Guardian news,,true,1
2020-03-26, a claim that the novel coronavirus was never detected in the major chinese cities of beijing and shanghai has been shared repeatedly on facebook twitter and instagram ,India, FB, AFP,false,0
2020-03-26, a video showing a pile of corpses in italy ,India, Many social media platforms, Factly,false,0
2020-03-26, an image with human body figurines in a bowl that claims china is serving human baby soup in its restaurants ,India, Twitter, BOOM FactCheck,false,0
2020-03-26, an image of indian home minister amit shah visiting covid19 patients ,India, Many social media platforms, BOOM FactCheck,false,0
2020-03-26, prince charles is infected with coronavirus after meeting indian singer kanika kapoor ,India, Facebook, India Today,false,0
2020-03-26, there are 59 positive coronavirus cases in nagpur along with three doctors one of whom is on ventilator ,India, Facebook, India Today,false,0
2020-03-26, the who reported that coronavirus lasts up to 8 hours on cabbages thus cabbage consumption should be restricted ,India," Facebook, WhatsApp", FactCrescendo,false,0
2020-03-26, photo of a vaccine developed by us scientists for covid19 ,India, Many social media platforms, Factly,false,0
2020-03-26, photo of kanika kapoor meeting prince charles during her recent visit to the united kingdom prince charles tested positive for coronavirus just after the meeting ,India, Many social media platforms, Factly,false,0
2020-03-26, mustard oil prevents a person from getting infected with covid19 ,India, Many social media platforms, Factly,false,0
2020-03-26, another new disease called hantavirus in china ,India, Many social media platforms, Factly,false,0
2020-03-26, an image with human body figurines in a bowl that claims china is serving human baby soup in its restaurants ,India, Twitter, BOOM FactCheck,false,0
2020-03-26, an audio clip is circulating on whatsapp claiming that nagpur second capital of indian state maharashtra has tested 59 positive coronavirus cases including three doctors ,India, WhatsApp, FactCrescendo,false,0
2020-03-26, image of dead bodies of coronavirus victims in italy ,India, Many social media platforms, Factly,false,0
2020-03-26, photo of an indonesian doctor hideo ali looking at his children and pregnant wife for the last time ,India, Many social media platforms, Factly,false,0
2020-03-26, a herd of deer flocking out in tamil nadu india due to the coronavirus lockdown ,India, Twitter, BOOM FactCheck,false,0
2020-03-26, an image with human body figurines in a bowl that claims china is serving human baby soup in its restaurants ,India, Twitter, BOOM FactCheck,false,0
2020-03-26, videos showing police detaining covid19 patients in india ,India, Facebook, BOOM FactCheck,false,0
2020-03-26, reliance jio one of the biggest telecom networks in india is providing internet for free during the coronavirus pandemic ,India, Facebook, BOOM FactCheck,false,0
2020-03-26, a picture claims that an italian man committed suicide after his whole family succumbed to covid19 ,India, Facebook, BOOM FactCheck,false,0
